web-scraper-order,web-scraper-start-url,links,links-href,price,adresse,image-link-src,marque
"1738686646-129","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location : Ford fusion titanium.                                   Prix :35000f","https://www.dakarvente.com/annonce-40935-location-ford-fusion-titanium-prix-35000f.html","35.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/8aeae72c26bff204308ac49808170fbe.jpeg","Location : Ford fusion titanium.                                   Prix :35000f"
"1738686683-130","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","HYundaï grandeur,","https://www.dakarvente.com/annonce-40946-hyunda-grandeur.html","45.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/47e6b83a34afc113ba81bae4f467504e.jpeg","HYundaï grandeur, En l'occasion, journée 45.000f essence automatique climatisé, très propre et bien entretenu. Pour plus d'informations veuillez contacter Amada service automobile"
"1738686691-131","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford fusion","https://www.dakarvente.com/annonce-40947-ford-fusion.html","40.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/32b8d0737588632b57a09c7966bbd590.jpeg","Ford fusion En l'occasion, journée 40.000 milles, Pour plus d'informations veuillez contacter Amada service automobile"
"1738686699-132","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","BMW en location","https://www.dakarvente.com/annonce-40948-bmw-en-location.html","50.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/57a5454743c1ae9f8aa9294c419a4307.jpeg","BMW en location journée 50.000 milles, Pour plus d'informations veuillez contacter Amada service automobile"
"1738686707-133","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Madza en location","https://www.dakarvente.com/annonce-40949-madza-en-location.html","50.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/3eb1151776caa2a998866d1e94c8f3ad.jpeg","Madza en location, très propre et bien entretenu journée 50.000f , pour plus d'informations veuillez contacter Amada service automobile"
"1738686725-134","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION VÉHICULES FORD","https://www.dakarvente.com/annonce-41910-location-vhicules-ford.html","30.000  FCFA","Offre d'un particulier à Thiaroye","media/annonces/pics/bbcc0f734406ce1f0dac79f9e7dea7a6.jpg","Location véhicule 4x4 confortable. A l'intérieur de Dakar 30 000fcfa/jrs et à l'extérieur de Dakar 35 000fcfa."
"1738686736-135","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION DE VOITURE/ TRANSPORT AIBD","https://www.dakarvente.com/annonce-42798-location-de-voiture-transport-aibd.html","","Offre d'un particulier à Dakar","media/annonces/pics/adaf5158f46c064d0cb60d443055a79d.jpeg","votre partenaire de confiance en matière de transport et de location de véhicules.

Véhicule avec ou sans chauffeur

Taxi pour vos courses

Abonnement scolaire

Réservation obligatoire

RAPIDE - FIABLE - SECURITE"
"1738686743-136","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","FORD EXPLORER DISPONIBLE POUR LOCATION","https://www.dakarvente.com/annonce-43661-ford-explorer-disponible-pour-location.html","60.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/ab20f48f820666d51b05a1adf7e8a3eb.jpeg","FORD EXPLORER DISPONIBLE POUR LOCATION 



FORD EXPLORER 

FULL OPTIONS 

4 CYLINDRES 

7PLACES 



Nb:minimum :3jours"
"1738686752-137","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra à louer","https://www.dakarvente.com/annonce-45179-hyundai-elantra-louer.html","30.000  FCFA","Offre d'un particulier à VDN","media/annonces/pics/ba6cc6846adb6460b57622c841f91035.jpeg","Hyundai Elantra GT année 2016 à louer 

Automatique essence"
"1738686763-138","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra à louer","https://www.dakarvente.com/annonce-45180-hyundai-elantra-louer.html","30.000  FCFA","Offre d'un particulier à Sipres","media/annonces/pics/d943609d152b30de8a4d46786e52e818.jpeg","LOCATION DE VOITURE BERLINE EN TRÈS BON ÉTAT"
"1738686780-139","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45364-firdawsi-automobile.html","250.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/57c08300b37167a8abf08e8c7d3f8176.jpeg","Range rover

Mercedes gle 

Disponible pour vos service en location"
"1738686784-140","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45365-firdawsi-automobile.html","","","",""
"1738686793-141","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45366-firdawsi-automobile.html","40.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/b16c63d92c2a6ea55386450fa03a817b.jpeg","Ford fusion 2019

Ford fusion 2015

Ford escape"
"1738686804-142","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45367-firdawsi-automobile.html","60.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/be1e49430d9fc5e376d38f54bd7f65cb.png","Ford edge 

Mazda cx5"
"1738686817-143","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45368-firdawsi-automobile.html","90.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/a1d81fe67c2f6eadcbc67f082d4a4d11.jpeg","Jeep cheroqee"
"1738686833-144","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45370-firdawsi-automobile.html","","","",""
"1738686838-145","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45371-firdawsi-automobile.html","","","",""
"1738686842-146","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45372-firdawsi-automobile.html","","","",""
"1738686848-147","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45373-firdawsi-automobile.html","","","",""
"1738686855-148","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45374-firdawsi-automobile.html","35.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/95f0b7d5221be5423ea2c2bfeb697d40.jpeg","Fusion 2015 ou 2016"
"1738686862-149","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45375-firdawsi-automobile.html","35.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/b17fc8ce6914866b44a07de24f2bd97d.jpeg","Ford fusion 2015"
"1738686873-150","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45377-firdawsi-automobile.html","40.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/4ea18e842da78cd0be6915f0bc8ea176.jpeg","Hyundai grandeur"
"1738686884-151","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45378-firdawsi-automobile.html","40.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/9d3a6a2b49fad05a7893e83fed9b70d4.jpeg","Hyundai grandeur"
"1738686888-152","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45379-firdawsi-automobile.html","","","",""
"1738686893-153","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45380-firdawsi-automobile.html","","","",""
"1738686899-154","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45382-firdawsi-automobile.html","","","",""
"1738686902-155","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45383-firdawsi-automobile.html","","","",""
"1738686907-156","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45384-firdawsi-automobile.html","","","",""
"1738686939-157","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Sonata 2018","https://www.dakarvente.com/annonce-45547-hyundai-sonata-2018.html","35.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/93b4b66b1fa0b6a9f408d4d27c3804d7.jpeg","Je loue ma Hyundai Sonata 2018

Transmission : automatique

Source d'énergie : Essence

Full option, clé let's Go Start-Stop

Mode Eco

Toiture ouvrant

Intérieur en cuir

Grand écran tactile, Caméra de recul, radars

Commande au volant

Système de navigation, infos, Bluetooth téléphonique, kit multimédia, radio CD, usb, prise audio auxiliaires

Rétroviseurs électriques clignotants

Vitres électriques

Feux Led Antibrouillards

Jantes Alu

Verrouillage centralisé des portes

Révision complète à 142000 km

Si vous êtes intéressés ou souhaitez plus d'informations, contactez mo"
"1738686949-158","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","BUS A LOUER AVEC CHAUFFEUR","https://www.dakarvente.com/annonce-45866-bus-a-louer-avec-chauffeur.html","60.000  FCFA","Offre d'un particulier à Pikine","media/annonces/pics/44d0fb4f95a4ef7ecbb15e57c188a920.jpeg","BUS DE 11 ET 12 PLACE À LOUER AVEC CHAUFFEUR POUR VIS DÉPLACEMENT"
"1738686953-159","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location Ford Escape titanium 2014","https://www.dakarvente.com/annonce-45868-location-ford-escape-titanium-2014.html","","","",""
"1738686957-160","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Subaru forester","https://www.dakarvente.com/annonce-45973-subaru-forester.html","","","",""
"1738686962-161","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45381-firdawsi-automobile.html","","","",""
"1738686968-162","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Dodge caravan","https://www.dakarvente.com/annonce-47137-dodge-caravan.html","","","",""
"1738686978-163","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location voiture","https://www.dakarvente.com/annonce-48228-location-voiture.html","25.000  FCFA","Offre d'un particulier à Mamelles","img/nophoto.png","Ford fusion location minimum 3 jours"
"1738686996-164","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voitures","https://www.dakarvente.com/annonce-49955-location-de-voitures.html","35.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/13ca996faa99800ae6571db419efa980.jpg","*LOCATION DECEMBRE DISPO!!*

Tout type de voitures dispo pour location a partir de *35.000f/ jour et a partir de 3 jours*

*- Faites vite vos reservations!! Noel C'est maintenant!!"
