web-scraper-order,web-scraper-start-url,links,links-href,price,adresse,image-link-src,marque
"1738686723-144","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto liberty sh 150","https://www.dakarvente.com/annonce-10212-vente.html","","Offre d'un particulier à Rufisque","img/nophoto.png","Je bazarde l moto pour une prix abordable liberty sh 150 injection tout impeccable avec cmc assurance 1 année besoin d'argent"
"1738686731-145","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","2018 BMW R 1200 GS ADVENTURE","https://www.dakarvente.com/annonce-10731-2018-bmw-r-1200-gs-adventure.html","3.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/0b8ac28338bdbf71fdda8d98ffcd8bd5.jpg","2018 BMW R 1200 GS ADVENTURE

whatsapp... +17068433693"
"1738686742-146","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Suzuki gsxr 1000 2016","https://www.dakarvente.com/annonce-10734-2016-suzuki-gsxr-1000-whatsapp-17068433693.html","","Offre d'un particulier à Dakar","media/annonces/pics/07c7db14286df7377e99c5d8bf4ebfce.jpg","2016 suzuki gsxr 1000 available now at a moderate rate .

mileage is low and its in perfect condition with no accident or damage.

contact us for more information"
"1738686749-147","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto super gorilla","https://www.dakarvente.com/annonce-10801-moto-super-gorilla.html","80.000  FCFA","Offre d'un particulier à Tambacounda","img/nophoto.png","Je vend un super gorilla"
"1738686762-148","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Malagutti f10","https://www.dakarvente.com/annonce-10813-malagutti-f10.html","115.000  FCFA","Offre d'un particulier à Thiès","media/annonces/pics/8840b9f93a039723d2f3e61a7e35bbf4.png","Sans papier"
"1738686774-149","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto ducati hypermétropie 803cc","https://www.dakarvente.com/annonce-11649-vente-moto-ducati-hypermtropie-803cc.html","1.300.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/9168e331223589e664cd744271cb6d6f.jpg","bicylindre 4T, refroidissement par air, simple ACT, 2 soupapes

Alésage x Course	88 x 66 mm

Cylindrée	803 cm3

Puissance	59 kW (80,2 ch) à 8000 tr/min

Couple	77 Nm à 6250 tr/min

Alimentation	injection

Mise en route	démarreur électrique

Transmission	6 rapports, chaîne

Cadre / Chassis	treillis tubulaire

Suspension avant	fourche hydraulique inversée, débattement 165mm

Suspension arrière	monobras et amortisseur, débattement 141mm

Type de freinage	N.C.

Frein avant	2 disques, diamètre 305 mm

Frein arrière	1 disque, diamètre 245 mm

Pneu avant	120/70 x 17

Pneu arrière	180/55 x 17

Poids	167 kg

Hauteur de selle	825 mm

Longueur	2120 mm

Empattement	N.C.

Essence	12,4 litres"
"1738686779-150","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha Majesty","https://www.dakarvente.com/annonce-11654-yamaha-majesty.html","","","",""
"1738686782-151","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha piwi 50 2008","https://www.dakarvente.com/annonce-11664-yamaha-piwi-50-2008.html","","","",""
"1738686792-152","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Piaggio carnaby 125","https://www.dakarvente.com/annonce-11678-piaggio-carnaby-125.html","365.000  FCFA","Offre d'un particulier à Guédiawaye","media/annonces/pics/ad83e0176e80dd20538c2a9368073d50.jpeg","Piaggio carnaby 125 moteur venant 

   Avec cmc"
"1738686802-153","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto Xmax250","https://www.dakarvente.com/annonce-11940-vendre-mon-moto-xmax250.html","300.000  FCFA","Offre d'un particulier à Cité Batrain","media/annonces/pics/2495feed137dc4a675b2c1cc4cdf8716.jpg","Je vends ma moto marque Xmax250 avec papiers Cmc"
"1738686813-154","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Honda XADV","https://www.dakarvente.com/annonce-12238-honda-xadv.html","3.850.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/27db1a227e2ca7bb29d324de22c9b415.jpg","Excellente Moto. Customisée: Exhaust IX plus homologué et Footpeg."
"1738686830-155","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto flu Derby 125","https://www.dakarvente.com/annonce-13013-moto-flu-derby-125.html","325.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/9c4315f88d48aa4ec44d327dd9bd8c4e.jpeg","Superbe moto , fly Derby 125 cc , très bon état , avec cmc original , vente a cause de départ"
"1738686834-156","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Honda Nigthawk","https://www.dakarvente.com/annonce-13598-moto.html","","","",""
"1738686840-157","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto Kymco","https://www.dakarvente.com/annonce-14386-moto-kymco.html","","","",""
"1738686848-158","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Honda Forza","https://www.dakarvente.com/annonce-14601-honda-forza.html","","","",""
"1738686854-159","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Scooter à vendre","https://www.dakarvente.com/annonce-14852-scooter-vendre.html","750.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/800130d731aa37be30ce2e22da92e353.jpg","Vend un scooter Yamaha R6 Majesty 400 en super bon état et très propre et ne consomme presque rie ."
"1738686861-160","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto Jakarta","https://www.dakarvente.com/annonce-15194-moto-jakarta.html","320.000  FCFA","Offre d'un particulier à Ouest Foire","img/nophoto.png","Moto Jakarta lifan avec sa carte grise, l'assurance  cms et tous les documents. Appelez-moi pour voir la moto.

personnes sérieuses uniquement.

Ne me perd pas mon temps si tu n'es pas prêt"
"1738686870-161","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Vente d’une moto Majesty 400 neuve","https://www.dakarvente.com/annonce-15268-vente-dune-moto-majesty-400-neuve.html","900.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/4f0edc3ac1e65dd1b4119175dbc149ce.jpg","Je mets en vente une moto Manesty 400 royal toute neuf avec tous ses documents en regles"
"1738686881-162","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Honda sh300i","https://www.dakarvente.com/annonce-15272-honda-sh300i.html","1.000.000  FCFA","Offre d'un particulier à Liberté 6","media/annonces/pics/0c69d65108fab183dc7aeb18cd1d7162.jpeg","Honda sh honda 300i 2014 neuf disponible 

Tel +221770539038"
"1738686887-163","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Burgman 150","https://www.dakarvente.com/annonce-15551-burgman-150.html","450.000  FCFA","Offre d'un particulier à Rufisque","media/annonces/pics/8c536965491fccaf727652ef86b6f9b0.jpg","je vends ma MOTO burgman 150 avec cmc"
"1738686891-164","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Burgman 400","https://www.dakarvente.com/annonce-15830-burgman-400.html","","","",""
"1738686895-165","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Burgman 400","https://www.dakarvente.com/annonce-16525-burgman-400.html","","","",""
"1738686901-166","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Kymco people 200","https://www.dakarvente.com/annonce-16573-kymco-people-200.html","","","",""
"1738686904-167","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Vespa Lx 150","https://www.dakarvente.com/annonce-17004-vespa-lx-150.html","","","",""
"1738686909-168","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha MT03","https://www.dakarvente.com/annonce-17116-yamaha-mt03.html","1.400.000  FCFA","Offre d'un particulier à Pikine","img/nophoto.png","Yamaha MT03 en très bon état.

Papiers et tout complet."
"1738686941-169","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto Enduro Honda","https://www.dakarvente.com/annonce-17563-moto-enduro-honda.html","1.200.000  FCFA","Offre d'un particulier à Liberté 6","media/annonces/pics/1a98e31f3bc554b499bfab9c48d0fb21.jpg","Moto Honda 1000cm3 Enduro, robuste. Tous les papiers en règle. 

Modèle 2000.

Visible à Liberté 6. 

Vends pour cause double emploi"
"1738686950-170","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto Atlantique","https://www.dakarvente.com/annonce-17700-moto-atlantique.html","600.000  FCFA","Offre d'un particulier à Mbao","media/annonces/pics/8d1681435eb681ccdd3a39014d7c67e3.jpeg","Moto Atlantic avec moteur 250 venant.

Papiers complets."
"1738686955-171","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Recherche ma toute première moto","https://www.dakarvente.com/annonce-17971-recherche-ma-toute-premire-moto.html","","","",""
"1738686959-172","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Scooter","https://www.dakarvente.com/annonce-18031-scooter.html","","","",""
"1738686963-173","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha Majesty 400 cm3","https://www.dakarvente.com/annonce-18122-yamaha-majesty-400-cm3.html","","","",""
"1738686969-174","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Scooter x8","https://www.dakarvente.com/annonce-18295-scooter-x8.html","","","",""
"1738686979-175","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Scooter Piaggio Typhoon","https://www.dakarvente.com/annonce-18300-scooter-piaggio-typhoon.html","130.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/a8d1b0eea9e72cae0bac9441e94aab97.jpeg","Scooter Piaggio Typhoon 50.

Wow kongue. 

Pas de problème."
"1738687001-176","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Xmax nouveau modèle","https://www.dakarvente.com/annonce-18566-xmax-nouveau-modle.html","850  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/e0bf8a0962248cdc7e926760fb08878c.jpeg","Xmax 250 nouveau modèle. 

Avec ses papiers cmc et assurance. 

2 clés et alarme à distance. 

Bâche et casque offerts. 

Moteur jamais touché ni ouvert.

Messages ou WhatsApp."
"1738687015-177","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Vespa Primavera","https://www.dakarvente.com/annonce-18591-vespa-primavera.html","340.000  FCFA","Offre d'un professionnel à Guédiawaye","media/annonces/pics/46dd31d20d6cd1f8b3c2bdead0777844.jpg","Je vend un scooter Piaggio vespa Primavera Venant moteur 50cc En très bon état avec acte de vente comme papiers de la machine. Pour plus d'informations, contactez-moi vite."
"1738687019-178","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Quad Juanshie 250","https://www.dakarvente.com/annonce-18640-quad-juanshie-250.html","","","",""
"1738687021-179","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Quad 200","https://www.dakarvente.com/annonce-18641-quad-200.html","","","",""
"1738687054-180","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Scooter SH","https://www.dakarvente.com/annonce-26881-scooter-sh.html","670.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/27a69b0c65215a23bcfb13db8ac436f1.jpeg","je vends un scooter SH waw kong"
"1738687064-181","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Liberty 50 cc","https://www.dakarvente.com/annonce-26936-piaggio-liberty-50-cc.html","280.000  FCFA","Offre d'un professionnel à Golf","media/annonces/pics/bc4839c8d5f0aa3cd57bb49a9c7010b9.jpeg","Piaggio liberté 50cc venant jamais utilisé ici et très faible consommation avec papier acte de vente. pour plus d’info contactez-moi."
"1738687069-182","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","QUAD KYMCO 50 COMPÉTITION NEU50F","https://www.dakarvente.com/annonce-27085-quad-kymco-50-comptition-neu50f.html","","","",""
"1738687073-183","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","JAKARTA HOUSE","https://www.dakarvente.com/annonce-27152-jakarta-house.html","","","",""
"1738687076-184","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Liberty S nouveau modèle 50","https://www.dakarvente.com/annonce-27195-liberty-s-nouveau-modle-50.html","","","",""
"1738687080-185","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Typhoon","https://www.dakarvente.com/annonce-27239-typhoon.html","","","",""
"1738687083-186","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Moto Yamaha TZR","https://www.dakarvente.com/annonce-27516-moto-yamaha-tzr.html","","","",""
"1738687088-187","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Tmax 530 2012","https://www.dakarvente.com/annonce-27664-tmax-530-2012.html","","","",""
"1738687097-188","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Vespa primavera 150cc nouveau modèle","https://www.dakarvente.com/annonce-27810-vespa-primavera-150cc-nouveau-modle.html","950.000  FCFA","Offre d'un professionnel à Pikine","media/annonces/pics/5cd52df28427f4c9e7e6707856d4cefc.jpeg","Vespa primavera nouveau modèle. 

Année 2020 

Moteur 150cc injection 

Pour plus d’infos contactez-moi."
"1738687108-189","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Vespa Primavera s 100cc","https://www.dakarvente.com/annonce-27846-vespa-primavera-s-100cc.html","650.000  FCFA","Demande d'un professionnel à Golf","media/annonces/pics/db4fc8c58c2785ca96b03b6c5ff317c4.jpeg","Vespa Primevera s nouveau modèle moteur 100cc venant jamais roulé ici et très très faible consommation avec papier cmc pour plus d’info contactez-moi."
"1738687116-190","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Liberty 50 cc 2 temps","https://www.dakarvente.com/annonce-27847-piaggio-liberty-50-cc-2-temps.html","180.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/7f1561d734326fe950abbdb77958710e.jpg","Liberty 50 cc 2 temps en bon état moteur très propre avec une faible consommation.

Papier acte de vente"
"1738687123-191","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","XMAX 250","https://www.dakarvente.com/annonce-28041-xmax-250.html","650.000  FCFA","Offre d'un particulier à Guédiawaye","media/annonces/pics/acfbb10c76f035f45860964fdb356506.jpeg","A VENDRE XMAX 250 INJECTION MOINS DE 5000 KILOMÉTRAGE PAPIER COMPLET PRIX NÉGOCIABLE"
"1738687126-192","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Fly nouveau modèle 4t50cc","https://www.dakarvente.com/annonce-28047-piaggio-fly-nouveau-modle-4t50cc.html","","","",""
"1738687131-193","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Runner Vxr","https://www.dakarvente.com/annonce-28063-piaggio-runner-vxr.html","","","",""
"1738687134-194","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Scooter à vendre","https://www.dakarvente.com/annonce-28295-scooter-vendre.html","","","",""
"1738687137-195","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggo X9 500 avec carte grise et assurance","https://www.dakarvente.com/annonce-28318-piaggo-x9-500-avec-carte-grise-et-assurance.html","","","",""
"1738687141-196","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Jakarta KTM","https://www.dakarvente.com/annonce-28320-jakarta-ktm.html","","","",""
"1738687146-197","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Scooter à vendre","https://www.dakarvente.com/annonce-28322-scooter-vendre.html","","","",""
"1738687154-198","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Liberty 50cc","https://www.dakarvente.com/annonce-28327-piaggio-liberty-50cc.html","350.000  FCFA","Offre d'un professionnel à Guédiawaye","media/annonces/pics/2b1060ea46fe52ff0f0f2dd0ba43dce6.jpeg","Piaggio liberty moteur 50cc venant jamais roulé ici et très très faible consommation avec papier compel pour plus d’info contacté moi"
"1738687161-199","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Honda sh","https://www.dakarvente.com/annonce-28335-honda-sh.html","500.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/2680b349abd538386d66d8348ea881fa.jpeg","Sh venant 

Papier complet"
"1738687167-200","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Fly piaggio","https://www.dakarvente.com/annonce-28336-fly-piaggio.html","350.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/c73225681ab199b26b96e3bd51a113ef.jpeg","Moteur en très bon état 

Papier complet"
"1738687177-201","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Typhoon 50","https://www.dakarvente.com/annonce-28532-piaggio-typhoon-50.html","230.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/34f828c1ac766fa8af0d9d8c2141212a.jpeg","Moteur impeccable.

Faible consommation."
"1738687185-202","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Liberty 150i","https://www.dakarvente.com/annonce-28578-liberty-150i.html","350.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/6e9ed039fa113ea7de58622e370d8b49.jpeg","Liberty 150i à vendre. 

Papiers complets."
"1738687195-203","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Aprillia sr factory 50cc","https://www.dakarvente.com/annonce-28599-aprillia-sr-factory-50cc.html","350.000  FCFA","Offre d'un professionnel à Guédiawaye","media/annonces/pics/2a343fa5d2b1f20f5c6ddce4f11c2132.jpeg","Aprillia sr factory venant jamais conduit ici moteur 50cc très puissant et très très faible consommation avec papier et acte de vente . pour plus d’infos contactez-moi."
"1738687199-204","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Derbi Atlantis 100cc 4t","https://www.dakarvente.com/annonce-28779-derbi-atlantis-100cc-4t.html","","","",""
"1738687202-205","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Fly nouveau modèle 4t100cc","https://www.dakarvente.com/annonce-28889-fly-nouveau-modle-4t100cc.html","","","",""
"1738687206-206","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Liberty S nouveau modèle 4t50cc","https://www.dakarvente.com/annonce-28890-liberty-s-nouveau-modle-4t50cc.html","","","",""
"1738687218-207","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Kymco Agility 4t50cc","https://www.dakarvente.com/annonce-28891-kymco-agility-4t50cc.html","350.000  FCFA","Offre d'un professionnel à Guédiawaye","media/annonces/pics/ec48a09cb7c1411092f84ec38d8fb72e.jpeg","Kymco agility 4t50cc venant jamais roulé ici et très très faible consommation avec papier et acte de vente."
"1738687224-208","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Vente moto - Honda X-ADV 2018","https://www.dakarvente.com/annonce-28918-vente-moto-honda-x-adv-2018.html","1.900.000  FCFA","Offre d'un particulier à Grand Dakar","media/annonces/pics/80a8275feedc33d61dd8caa227d30d80.jpeg","Vente moto - Honda X-ADV 2018 avec carte grise en très bon état."
"1738687235-209","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Zip 2t 50cc","https://www.dakarvente.com/annonce-28937-zip-2t-50cc.html","","Offre d'un particulier à Almadies","media/annonces/pics/b93179e3214e9d7b95a7bba67e1b347f.jpeg","Zip 2t 50cc venant jamais roulé  ici"
"1738687243-210","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Liberty 50 cc 2 temps","https://www.dakarvente.com/annonce-28939-piaggio-liberty-50-cc-2-temps.html","185.000  FCFA","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/df0e504671260e69ade66ac80518ea13.jpg","Moto Liberty 50 cc 2 temps en bon état moteur très propre avec une faible consommation."
"1738687254-211","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Moto Jakarta KTM","https://www.dakarvente.com/annonce-28942-moto-jakarta-ktm.html","","Offre d'un particulier à Castors","media/annonces/pics/3fbd3dd7c2d4a0bfe4b7234ad01b85c5.jpg","Je vend cette magnifique moto Jakarta KTM occasion en très bon prix. Négociable."
"1738687258-212","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Xcity 250ie année 2019","https://www.dakarvente.com/annonce-28971-xcity-250ie-anne-2019.html","","","",""
"1738687262-213","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Runner 50cc","https://www.dakarvente.com/annonce-29047-runner-50cc.html","","","",""
"1738687265-214","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Malaguti F12r 50cc","https://www.dakarvente.com/annonce-29072-malaguti-f12r-50cc.html","","","",""
"1738687275-215","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Ford Ranger 2016","https://www.dakarvente.com/annonce-29093-ford-ranger-2016.html","11.900.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/ab269ec538a74050ba39a7531b40e56f.jpeg","*VENTE MOU GAW!!*

FORD RANGER 2016 Tres Propre

*Plaque Recente/ ANNEE: 2016 / Climatisée/ Manuelle diesel/ 90.000km/ En Très bon état propre et bien entretenu, En Excellent Etat, Rien a Signaler*

* -PRIX KHEWEUL: 11.900.000f*

CONTACT APPEL OU WHATSAPP:

782718278 ou 764823888

* - Produit Direct*

*- Visible a La Medina*"
"1738687304-216","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Vespa LX 125cm3 carburateur","https://www.dakarvente.com/annonce-29220-vespa-lx-125cm3-carburateur.html","500.000  FCFA","Offre d'un particulier à HLM","media/annonces/pics/f7bec150193f71f4cb3ad280ac5dca85.jpg","Vespa LX 125cm3 Venant Papiers CmC original disponible"
"1738687309-217","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Scooter Agilty Kymco","https://www.dakarvente.com/annonce-29232-scooter-agilty-kymco.html","","","",""
"1738687314-218","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Mio 100cm3 carburateur","https://www.dakarvente.com/annonce-29245-mio-100cm3-carburateur.html","","","",""
"1738687318-219","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Malaguti Drakon 50cc","https://www.dakarvente.com/annonce-29439-malaguti-drakon-50cc.html","","","",""
"1738687321-220","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Piaggio Liberty 50 cc 2 temps","https://www.dakarvente.com/annonce-29528-piaggio-liberty-50-cc-2-temps.html","","","",""
"1738687325-221","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=6","Scooter Piagio  x8","https://www.dakarvente.com/annonce-29583-scooter-piagio-x8.html","","","",""
"1738687348-222","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Motos à vendre","https://www.dakarvente.com/annonce-29624-motos-vendre.html","550.000  FCFA","Offre d'un particulier à Castors","media/annonces/pics/73b86a51ad4f78da22a5645039e92ec6.jpg","Des motos de marque TRA MOTO nouveau modéle disponibles avec touts les papiers comprises: carte grise, plaque et assurance douze mois.peut être vendu aussi avec cachet seulement."
"1738687357-223","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Moto Jakarta","https://www.dakarvente.com/annonce-29670-moto-jakarta.html","","Offre d'un particulier à Castors","media/annonces/pics/a84cf7e8b8a5a6a1448240e997996ef1.jpg","Je vends cette magnifique moto Jakarta en très bon état. Prix négociable"
"1738687368-224","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Jakarta House VENANT","https://www.dakarvente.com/annonce-29895-jakarta-house-venant.html","400.000  FCFA","Offre d'un particulier à Keur Massar","media/annonces/pics/be83332f16da42273bdfa06a046293f9.jpeg","Jakarta House Venant au PriX de 400.000f



Visible aux Almadies 2"
"1738687371-225","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Moto XMAX 250","https://www.dakarvente.com/annonce-30055-moto-xmax-250.html","","","",""
"1738687377-226","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Scooter Aprillia moteur 200","https://www.dakarvente.com/annonce-30119-scooter-aprillia-moteur-200.html","","","",""
"1738687382-227","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Kymco Agility R16 150ie année 2020 CMC disponible","https://www.dakarvente.com/annonce-30155-kymco-agility-r16-150ie-anne-2020-cmc-disponible.html","","","",""
"1738687386-228","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Piaggio fly 4t50cc","https://www.dakarvente.com/annonce-30156-piaggio-fly-4t50cc.html","","","",""
"1738687399-229","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Zusuki Burgman 125CC","https://www.dakarvente.com/annonce-30450-zusuki-burgman-125cc.html","450.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/5d0e6d58bd99c35019dced399739c9c8.jpg","Salam, je vend mon scooter de Marque Zusuki Burgman 125cc en trés bon etat...carte grise ok..AA......HR...Moteur jamais ouvert....Ya rien a refaire.  Dieunde def guinz gnibi..."
"1738687406-230","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","XMAX 250 avec CMC","https://www.dakarvente.com/annonce-30455-xmax-250-avec-cmc.html","950.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/848926fe1db5b6fba669ebce9c619011.jpeg","Je vends ma Yamaha Xmax 250 avec CMC .

Si vous êtes intéressés ou souhaitez plus d’informations, contactez-moi."
"1738687416-231","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Ovetto neos 50cc","https://www.dakarvente.com/annonce-30609-ovetto-neos-50cc.html","275.000  FCFA","Offre d'un professionnel à Golf","media/annonces/pics/aaf8dd5ea8448c77388c26875f38a758.jpeg","Mbk ovetto neos 50cc venant jamais roulé ici et très très faible consommation avec assurance et acet de vant pour plus d’info contacté moi"
"1738687426-232","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","X8 Piaggio 200cm3","https://www.dakarvente.com/annonce-30805-x8-piaggio-200cm3.html","625.000  FCFA","Offre d'un particulier à HLM","media/annonces/pics/aa6cf9693626c21c7e686fd0b3d59846.jpg","X8 Piaggio 200cm3 carburateur Venant papiers cmc"
"1738687434-233","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Scooter SH Honda","https://www.dakarvente.com/annonce-30848-scooter-sh-honda.html","600.000  FCFA","Offre d'un particulier à Mbao","media/annonces/pics/32527cd073dec32e8f52422f35961d67.jpeg","scooter SH Honda venant 125 injection avec papier CMC tout nikel moteur jamais touché"
"1738687441-234","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Sportcity 200cc","https://www.dakarvente.com/annonce-31298-sportcity-200cc.html","650.000  FCFA","Offre d'un professionnel à Golf","media/annonces/pics/0ee4c1f7cdb2e31cb56d596e916122b4.jpeg","Aprillia Sportcity 200cc venant jamais roulé avec papier Cmc original moteur très puissant et propre pour plus d’info contacté moi vite"
"1738687444-235","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Jakarta House","https://www.dakarvente.com/annonce-31311-jakarta-house.html","","","",""
