web-scraper-order,web-scraper-start-url,links,links-href,price,marque,adresse,image-link-src
"1738691263-697","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone XS Max 64go / 256go","https://www.dakarvente.com/annonce-27014-iphone-xs-max-64go-256go.html","275.000  FCFA","apple iPhone XS Max authentique certifié état neuf capacité 64go et 256go vendu avec facture et garantie","Offre d'un particulier à Dakar","media/annonces/pics/5d954eaa763829172dfe06d55a472b09.jpeg"
"1738691274-698","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 8 Plus","https://www.dakarvente.com/annonce-27016-iphone-8-plus.html","165.000  FCFA","iPhone 8 Plus à vendre.","Offre d'un particulier à Dakar","media/annonces/pics/c456e19174e53adfb2aa8231f12787a3.jpeg"
"1738691290-699","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 11 Pro 64go/256go","https://www.dakarvente.com/annonce-27018-iphone-11-pro-64go-256go.html","355.000  FCFA","iPhone 11 Pro 64go/256go à vendre.","Offre d'un particulier à Dakar","media/annonces/pics/ea51075a78abad08e2426d46d8c26e14.jpeg"
"1738691297-700","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone X neuf scellé 64go/256go","https://www.dakarvente.com/annonce-27019-iphone-x-neuf-scell-64go-256go.html","215.000  FCFA","iPhone X neuf scellé 64go/256go à vendre.","Offre d'un particulier à Dakar","media/annonces/pics/d0d2335a769f92fe86093938a8c8b884.jpeg"
"1738691305-701","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 7 simple 128g","https://www.dakarvente.com/annonce-27023-iphone-7-simple-128g.html","95.000  FCFA","Apple iPhone 7 simple 128go état neuf vendu avec facture et garantie accessoires offerts","Offre d'un particulier à Dakar","media/annonces/pics/0d122d13a6636ff950d9b1883a3ed257.jpeg"
"1738691313-702","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 8","https://www.dakarvente.com/annonce-27024-iphone-8.html","125.000  FCFA","Je propose des iPhone 8 simple 64go venant état neuf sans boîte vendu avec facture et garantie accessoires offerts","Offre d'un particulier à Dakar","media/annonces/pics/ed3c123eaa121358688beba2bbee4407.jpeg"
"1738691321-703","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 11 64g/128g","https://www.dakarvente.com/annonce-27025-iphone-11-64g-128g.html","290.000  FCFA","Apple iPhone 11 simple authentique certifié état neuf sans boîte vendu avec facture et garantie accessoires offerts","Offre d'un particulier à Dakar","media/annonces/pics/48b3a6d8034b090c6cba6e68e22620e3.jpeg"
"1738691329-704","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","IPhone X 64/256GB scellé","https://www.dakarvente.com/annonce-27196-iphone-x-64-256gb-scell.html","200.000  FCFA","IPhone X 64/256GB scellé","Offre d'un particulier à Dakar","media/annonces/pics/60430170a4f6b337a9cfb8bfccdea5ae.jpeg"
"1738691336-705","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","IPhone XR 64GB 2SIM scellé","https://www.dakarvente.com/annonce-27197-iphone-xr-64gb-2sim-scell.html","225.000  FCFA","IPhone XR 64GB 2SIM scellé à vendre.","Offre d'un particulier à Dakar","img/nophoto.png"
"1738691344-706","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","Iphone XMAX 64Gb","https://www.dakarvente.com/annonce-27201-iphone-xmax-64gb.html","245.000  FCFA","Iphone XMAX 64Gb  à vendre","Offre d'un particulier à Plateau","media/annonces/pics/e2cf54a600c5c34998f3efe9eac2ab33.jpeg"
"1738691352-707","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","Samsung Galaxy S20 Fe 128go ram 6 2sim","https://www.dakarvente.com/annonce-27218-samsung-galaxy-s20-fe-128go-ram-6-2sim.html","230.000  FCFA","Je vends un Samsung galaxy S20 fe 128go ram6 2sim avec un taux de rafraîchissement de 120hz très fluide pour la navigation très bon état général avec une bonne autonomie de la batterie 

Échange possible","Offre d'un particulier à Dieuppeul","media/annonces/pics/8602f37f777a98a025680f0ef2d7bb58.jpg"
"1738691360-708","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","Iphone 7","https://www.dakarvente.com/annonce-27237-iphone-7.html","78.000  FCFA","Iphone 7 simple 32 giga scellé à bas prix.

Garantie 6 mois.","Offre d'un particulier à Médina","media/annonces/pics/de9619a1bd5100ea3b26f4dbf6d4f0fe.jpg"
"1738691375-709","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","IPhone 11","https://www.dakarvente.com/annonce-27379-iphone-11.html","280.000  FCFA","IPhone 11 en très bon état","Offre d'un particulier à Almadies","media/annonces/pics/68c0dba0859af83ec4d5ebc1eb96231a.jpeg"
"1738691381-710","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 13 pro max","https://www.dakarvente.com/annonce-27558-iphone-13-pro-max.html","760.000  FCFA","Vente ou échange IPHONE 13 pro max AUTHENTIQUE CERTIFIÉ

État : Neuf scellé boîte 

Capacité 64go/128go Provenance USA vendues avec garantie accompagné d’une facture.

A retirer au magasin en toute 

sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/977274c7d944447a176ce43b3be1d840.jpeg"
"1738691393-711","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone XS Max","https://www.dakarvente.com/annonce-27561-iphone-xs-max.html","265.000  FCFA","Vente ou échange IPHONE xs max AUTHENTIQUE CERTIFIÉ État : Neuf neuf

Capacité 64go/256go Provenance USA vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute 

sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/bf5aaafa144f04d1b3faf8288d84a98c.jpeg"
"1738691401-712","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 11 Pro max","https://www.dakarvente.com/annonce-27562-iphone-11-pro-max.html","385.000  FCFA","Vente ou échange IPHONE 11 pro max AUTHENTIQUE CERTIFIÉ État : Neuf Capacité 64go/256go Provenance USA vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute 

sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/f1c4bb55906608ef8a90600e31d17160.jpeg"
"1738691408-713","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 11 Pro 64g / 256g","https://www.dakarvente.com/annonce-27566-iphone-11-pro-64g-256g.html","345.000  FCFA","Vente ou échange iPhone 11 Pro authentique certifié capacité 11 64go/256go état neuf vendu avec facture et garantie livraison possible","Offre d'un particulier à Dakar","media/annonces/pics/654b5abf5f333d4baef579fcc96d795d.jpeg"
"1738691415-714","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 11","https://www.dakarvente.com/annonce-27567-iphone-11.html","280.000  FCFA","Apple iPhone 11 authentique certifié état Neuf capacité 64go et 128go","Offre d'un particulier à Dakar","media/annonces/pics/b5a7c2ac17ce5a5abce4fef87eb2d6cc.jpeg"
"1738691425-715","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone X 64g /256g","https://www.dakarvente.com/annonce-27569-iphone-x-64g-256g.html","170.000  FCFA","Apple iPhone X venant des USA état neuf sous facture et garantie accessoires offerts échange possible","Offre d'un particulier à Dakar","media/annonces/pics/3ef52e11181deff6279be1f8246b864c.jpeg"
"1738691432-716","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone X","https://www.dakarvente.com/annonce-27626-iphone-x.html","200.000  FCFA","iPhone X simple 256go","Offre d'un particulier à Virage","img/nophoto.png"
"1738691440-717","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","Iphone 7 plus","https://www.dakarvente.com/annonce-27731-iphone-7-plus.html","130.000  FCFA","Iphone 7 plus scellé tout propre","Offre d'un particulier à Médina","media/annonces/pics/87e793dd10e45c50c1b19a0748ba81c6.jpg"
"1738691448-718","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=21","iPhone 13 pro max","https://www.dakarvente.com/annonce-27746-iphone-13-pro-max.html","1.200  FCFA","iPhone 13 pro max à vendre.","Offre d'un particulier à Almadies","media/annonces/pics/f2b87caf679447306aa40ab069f87ccf.jpg"
"1738691471-719","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone XR neuf scellé","https://www.dakarvente.com/annonce-27768-iphone-xr-neuf-scell.html","220.000  FCFA","Apple iPhone XR neuf sous scellé capacité 64go et 128go vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout (échange possible)","Offre d'un particulier à Dakar","media/annonces/pics/eafa3a89a77ba2313bc27e572a12562e.jpeg"
"1738691478-720","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone 11 Pro max neuf","https://www.dakarvente.com/annonce-27769-iphone-11-pro-max-neuf.html","435.000  FCFA","Apple iPhone 11 Pro max neuf sous scellé capacité 64go et 256go vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout (échange possible)","Offre d'un particulier à Dakar","media/annonces/pics/a38a9fc57e264c4c483756a2b3538f98.jpeg"
"1738691489-721","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone 8 neuf scellé","https://www.dakarvente.com/annonce-27770-iphone-8-neuf-scell.html","145.000  FCFA","Apple iPhone 8 simple neuf sous scellé capacité 64go et 128go vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout (échange possible)","Offre d'un particulier à Dakar","media/annonces/pics/9382091c3835e033e9a40a9d77e870fb.jpeg"
"1738691499-722","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone X neuf scellé","https://www.dakarvente.com/annonce-27771-iphone-x-neuf-scell.html","215.000  FCFA","Apple iPhone X neuf sous scellé capacité 64go et 256go vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout (échange possible)","Offre d'un particulier à Dakar","media/annonces/pics/be4cc3daf5549373ba27f679d9c300ca.jpeg"
"1738691507-723","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone XS Max neuf","https://www.dakarvente.com/annonce-27772-iphone-xs-max-neuf.html","280.000  FCFA","Apple iPhone XS Max neuf sous scellé capacité 64go et 256go vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout (échange possible)","Offre d'un particulier à Dakar","media/annonces/pics/5b1009b32718e251c1865d95cc99f80c.jpeg"
"1738691515-724","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone 11 neuf scellé","https://www.dakarvente.com/annonce-27773-iphone-11-neuf-scell.html","315.000  FCFA","Apple iPhone 11 neuf sous scellé capacité 64go et 128go vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout (échange possible)","Offre d'un particulier à Dakar","media/annonces/pics/573b4598d89a0abd73cda9f11b459343.jpeg"
"1738691521-725","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iphone 12 neuf scellé","https://www.dakarvente.com/annonce-27774-iphone-12-neuf-scell.html","420.000  FCFA","Apple iPhone 12 neuf sous scellé capacité 64go et 128go vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout (échange possible)","Offre d'un particulier à Dakar","media/annonces/pics/24b57e01b1672ab5a78cff6a0ccda6a2.jpeg"
"1738691525-726","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Huawei p40 pro","https://www.dakarvente.com/annonce-27776-huawei-p40-pro.html","","","",""
"1738691532-727","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone 7 Plus 128GB d’origine USA","https://www.dakarvente.com/annonce-28145-iphone-7-plus-128gb-dorigine-usa.html","130.000  FCFA","IPhone 7 Plus 128GB d’origine USA","Offre d'un particulier à Dakar","media/annonces/pics/d25a41dfa3f96c044e07b99cb5007c5e.jpeg"
"1738691540-728","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone X 64GB neuf","https://www.dakarvente.com/annonce-28147-iphone-x-64gb-neuf.html","168.000  FCFA","profitez pour ne pas rater nos promotions spéciales pour le ramadan.

IPhone X 64GB neuf 

vendue avec facture et garantie 



Commandez vite

 livraison Express en 1h ,

Satisfait ou remboursé



NB: Tous nos produits viennent des USA et sont garantis 6 mois 

(Les meilleures qualité c’est nous)","Offre d'un particulier à Dakar","media/annonces/pics/8fa7b5f4b532751ea8b47fcecf50a74f.jpeg"
"1738691550-729","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone XR 64GB double SIM","https://www.dakarvente.com/annonce-28150-iphone-xr-64gb-double-sim.html","185.000  FCFA","IPhone XR 64GB double SIM","Offre d'un particulier à Dakar","media/annonces/pics/63982dd0434236467093ce4adf4950ba.jpeg"
"1738691558-730","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Apple iPhone 13 Pro Max 1 To GOLD Factory débloqué","https://www.dakarvente.com/annonce-28232-apple-iphone-13-pro-max-1-to-gold-factory-dbloqu.html","","Apple iPhone 13 Pro Max 1 To GOLD Factory débloqué



Accessoires complets

ouverture d'une usine

1 an de garantie



iPhone 13 Pro Max

iPhone 13 mini

iPhone 13 Pro





iPhone 12 Mini

iPhone 12

iPhone 12 Pro

iPhone 12 Pro Max







(skype@wirelesstradegroup)

(ICQ : @wirelessptyinc)

(Télégramme @wirelessptyin)","Offre d'un particulier à Dakar","media/annonces/pics/6965ac0c28e1ccbbd8f08d9a2bad0528.jpg"
"1738691567-731","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Iphone 7 plus","https://www.dakarvente.com/annonce-28236-iphone-7-plus.html","135.000  FCFA","iPhone 7 Plus 128go venant état neuf","Offre d'un particulier à Dakar","media/annonces/pics/89509c932f6f9e28dfa0b4f5b259a3e3.jpeg"
"1738691573-732","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone 8 Plus 64g/256g","https://www.dakarvente.com/annonce-28237-iphone-8-plus-64g-256g.html","160.000  FCFA","iPhone 8 Plus 64g et 256g","Offre d'un particulier à Dakar","media/annonces/pics/422e48ebcd90f994a7d127dd6c7c07c4.jpeg"
"1738691587-733","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone XR 64g/128g","https://www.dakarvente.com/annonce-28239-iphone-xr-64g-128g.html","180.000  FCFA","GRANDE PROMO IPHONE ORIGINAL CERTIFIÉ) iPhone XR 64go et 128go venant état neuf  vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/3b0252513e3540ca7e50907dfc738f43.jpeg"
"1738691597-734","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone XS Max","https://www.dakarvente.com/annonce-28240-iphone-xs-max.html","265.000  FCFA","GRANDE PROMO IPHONE ORIGINAL CERTIFIÉ) iPhone XS max venant état neuf  vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/7059c5bd89cddd98d913bdfd5ec21bd8.jpeg"
"1738691609-735","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone 11 pro","https://www.dakarvente.com/annonce-28242-iphone-11-pro.html","335.000  FCFA","iPhone 11 pro 64go et 256go venant état neuf","Offre d'un particulier à Dakar","media/annonces/pics/d6513c4bf1f6dc24420863318319783c.jpeg"
"1738691618-736","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone 11 Pro max","https://www.dakarvente.com/annonce-28243-iphone-11-pro-max.html","360.000  FCFA","iPhone 11 Pro max venant état neuf  capacité 64go et 256go","Offre d'un particulier à Dakar","media/annonces/pics/10d1a5b0e1a2f77bc4be9e2acc6a5548.jpeg"
"1738691626-737","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iphone 12","https://www.dakarvente.com/annonce-28244-iphone-12.html","325.000  FCFA","iphone 12","Offre d'un particulier à Dakar","media/annonces/pics/a61d24a68fd491b5069209ebd0d3a382.jpeg"
"1738691634-738","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iphone 12 pro","https://www.dakarvente.com/annonce-28245-iphone-12-pro.html","450.000  FCFA","iPhone 12 pro 128go et 256go venant état neuf","Offre d'un particulier à Dakar","media/annonces/pics/66aa01f3f426caab8394234aa855cf36.jpeg"
"1738691643-739","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iphone 12 pro max","https://www.dakarvente.com/annonce-28246-iphone-12-pro-max.html","520.000  FCFA","iPhone 12 pro max","Offre d'un particulier à Dakar","media/annonces/pics/7e019dba0cbce3f960273c785ba5c54e.jpeg"
"1738691652-740","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone 12 pro 128 giga","https://www.dakarvente.com/annonce-28269-iphone-12-pro-128-giga.html","410.000  FCFA","Je vends un iPhone 12 pro 128 giga en provenance des USA.

Etat de la batterie 100/100 

couleur grise

vendu avec facture","Offre d'un particulier à Guédiawaye","media/annonces/pics/51bf21864d2b5a3dea89bca5d2b923c4.jpg"
"1738691665-741","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Iphone 12 simple 64 gb","https://www.dakarvente.com/annonce-28445-iphone-12-simple-64-gb.html","375.000  FCFA","100% béta facture plus garantie livraison 2000","Offre d'un particulier à Dakar","media/annonces/pics/6bb35d139fa7f150506ffe3fa59b5f9b.png"
"1738691674-742","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone x","https://www.dakarvente.com/annonce-28506-iphone-x.html","165.000  FCFA","iPhone X en très bon état avec une capacité de 256 go . Aucun problème tout fonctionne correctement","Offre d'un particulier à Point E","media/annonces/pics/6fadba1e56bec5d601276ab277b9b803.jpeg"
"1738691685-743","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone X","https://www.dakarvente.com/annonce-28507-iphone-x.html","165.000  FCFA","IPhone X en très bon état ,aucun problème","Offre d'un particulier à Point E","media/annonces/pics/dba06fe9ea223a6cf7f9b41ebef2af17.jpeg"
"1738691695-744","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone 11 simple neuf","https://www.dakarvente.com/annonce-28683-iphone-11-simple-neuf.html","260.000  FCFA","Je vends mon iPhone 11 simple 64 gigas et l’état batterie est de 98%","Offre d'un particulier à Saint Louis","img/nophoto.png"
"1738691703-745","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone X 256go","https://www.dakarvente.com/annonce-28685-iphone-x-256go.html","235.000  FCFA","Apple iPhone X authentique certifié.

Capacité 256go vendu avec facture et garantie. Livraison possible.","Offre d'un particulier à Dakar","img/nophoto.png"
"1738691711-746","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Samsung Galaxy S20","https://www.dakarvente.com/annonce-28686-samsung-galaxy-s20.html","","","",""
"1738691724-747","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Galaxy s21 neuf","https://www.dakarvente.com/annonce-28687-galaxy-s21-neuf.html","320.000  FCFA","Je vends Samsung Galaxy S21 5G authentique avec ça boîte 128Go dual sim version global si intéressé appelle moi vendu sur facture et garantie au magasin. Livraison possible","Offre d'un particulier à Dakar","media/annonces/pics/52e87db80951b41df1839f7b6db49a5c.jpeg"
"1738691738-748","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone XR neuf","https://www.dakarvente.com/annonce-28688-iphone-xr-neuf.html","240.000  FCFA","Apple iPhone XR neuf sous scellés capacité 64go et 128go fourni avec facture et garantie à récupérer au magasin livraison possible","Offre d'un particulier à Dakar","media/annonces/pics/aea43ee7bca35ab9218e62ddaa0d6180.jpeg"
"1738691755-749","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone XS Max neuf","https://www.dakarvente.com/annonce-28690-iphone-xs-max-neuf.html","265.000  FCFA","iPhone XS Max neuf à vendre.","Offre d'un particulier à Dakar","media/annonces/pics/3e47b70beb8e62b6e7dae0426e10c479.jpeg"
"1738691763-750","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Galaxy s21 ultra","https://www.dakarvente.com/annonce-28691-galaxy-s21-ultra.html","490.000  FCFA","Samsung galaxy S21 ultra 

dual sim 

256 giga 

ram 12giga 

En très bon état  avec garantie 1 an 

vous pouvez également échanger vos téléphones aussi","Offre d'un particulier à Dakar","media/annonces/pics/b92fe11e5d0ac1feb9f983c265589eb1.jpeg"
"1738691777-751","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","iPhone 7 Plus neuf scellé","https://www.dakarvente.com/annonce-28692-iphone-7-plus-neuf-scell.html","155.000  FCFA","Apple iPhone 7 Plus authentique certifié état neuf sous scellés capacité 128g vendu avec facture et garantie","Offre d'un particulier à Dakar","media/annonces/pics/1e040a7c87c71ff73da81d12abb13d3e.jpeg"
"1738691788-752","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Iphone 13 pro 128 gb","https://www.dakarvente.com/annonce-28755-iphone-13-pro-128-gb.html","650.000  FCFA","Iphone 13 pro 128 gb","Offre d'un particulier à Dakar","media/annonces/pics/66e48c6723307ad217ff0a7dc32a1116.png"
"1738691800-753","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Samsung Galaxy A32 5G","https://www.dakarvente.com/annonce-28799-samsung-galaxy-a32-5g.html","140.000  FCFA","je vend mon téléphone Samsung Galaxy A32 5G très propre moins d'un mois d'utilisation.","Offre d'un particulier à Keur Massar","media/annonces/pics/cae7b3c78ab603ecf5e078286787996e.jpg"
"1738691810-754","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone X 64 GB scellé","https://www.dakarvente.com/annonce-28857-iphone-x-64-gb-scell.html","195.000  FCFA","Salut la famille, Votre service électronique revient en force en vous proposant des offres spécial pour vous



IPhone X 64GB tout neuf dans sa boîte 

Cadeau :Pochette et blindé offert

Disponible en 256GB

Commandez vite livraison Express, en 1h

NB: satisfait où rembourser","Offre d'un particulier à Plateau","media/annonces/pics/5f42adeecfadf561c1809dc5573466c1.jpeg"
"1738691819-755","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","IPhone XS 256bGB Scellé","https://www.dakarvente.com/annonce-28858-iphone-xs-256bgb-scell.html","240.000  FCFA","Salut la famille, Votre service électronique revient en force en vous proposant des offres spécial pour vous



IPhone XS 256GB tout neuf dans sa boîte 

Cadeau :Pochette et blindé offert



Commandez vite livraison Express, en 1h

NB: satisfait où rembourser","Offre d'un particulier à Plateau","media/annonces/pics/7cf5c28fdb43c4c1c69192f60cf9ad6b.jpeg"
"1738691835-756","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=20","Samsung galaxy j3","https://www.dakarvente.com/annonce-28936-samsung-galaxy-j3.html","35.000  FCFA","Je vends mon téléphone Samsung j3 2016

quasi neuf tout fonctionne nickel pas de

problème peut prendre une carte mémoire

allant jusqu'à 128 giga.","Offre d'un particulier à Liberté 6","media/annonces/pics/bc5b6c49072a1a6f41dbdcdefcd438a5.jpeg"
"1738691859-757","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 11 Pro","https://www.dakarvente.com/annonce-28950-iphone-11-pro.html","320.000  FCFA","iPhone 11 Pro

Stockage 64gb 

État batterie 86

Face ID ✅ 

True Tones ✅ 

Parfait état. Sans fissure ni rayure 

Jamais utilisé au Sénégal","Offre d'un particulier à Guédiawaye","media/annonces/pics/c131d7442694df2a39b00fff45b8bc75.jpeg"
"1738691865-758","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","Hp Elitebook 1030 Ram 16go","https://www.dakarvente.com/annonce-28989-hp-elitebook-1030-ram-16go.html","260.000  FCFA","Afritech vous propose ce jolie Pc 

hp elitebook 1030 ultra portable et performant PROCESSEUR INTEL CORE M5,

RAM 16 GB 

Stockage 128 GB SSD","Offre d'un particulier à Dakar","media/annonces/pics/abaffe8f22fdcdf9996c55a5e3ebf4ba.jpeg"
"1738691875-759","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","Samsung Galaxy J6","https://www.dakarvente.com/annonce-29010-samsung-galaxy-j6.html","55.000  FCFA","Je vends un Samsung J6 propre pas de problème tout fonctionne nickel

Stockage 32giga

Ram 3giga

Face ID et empreinte digitale 

Dual-sim prends 2 cartes sim","Offre d'un particulier à Liberté 6","media/annonces/pics/72e86118ec14de78d28b10aa9e73a5a4.jpeg"
"1738691884-760","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","Samsung Galaxy J3","https://www.dakarvente.com/annonce-29012-samsung-galaxy-j3.html","25.000  FCFA","Je vends un Samsung J3 2017 tout

fonctionne pas de problème aucune

rayure aussi propre impeccable

Stockage 16giga

Ram 2 giga

Dual-sim prend 2 cartes sim","Offre d'un particulier à Liberté 6","media/annonces/pics/296246781d87773b4676265d8a56416a.jpeg"
"1738691889-761","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 7 Plus 128go","https://www.dakarvente.com/annonce-29029-iphone-7-plus-128go.html","130.000  FCFA","Nous avons des iPhone 7 Plus plus de toutes capacités et de toutes couleurs a des prix défiant toutes concurrences 

Tous les téléphone sont vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/816f026bb1d8a5123690a963139385e0.jpeg"
"1738691895-762","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone 8 Plus 64go / 256go","https://www.dakarvente.com/annonce-29030-iphone-8-plus-64go-256go.html","145.000  FCFA","Nous avons des iPhone 8 Plus de toutes capacités et de toutes couleurs a des prix défiant toutes concurrences 

Tous les téléphone sont vendues avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/7e9ba4c14c46527b13d347468e799258.jpeg"
"1738691901-763","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone X 64go & 256go","https://www.dakarvente.com/annonce-29031-iphone-x-64go-256go.html","155.000  FCFA","GRANDE PROMO IPHONE ORIGINAL CERTIFIÉ

Nous avons x de toutes capacités et de toutes couleurs a des prix défiant toutes concurrences 

Tous les téléphone sont vendus avec garantie accompagné d’une facture.

 à retirer au magasin en toute sécurité. Livraison partout","Offre d'un particulier à Dakar","media/annonces/pics/5b7fa2d41b44fa2630e818e709533eed.jpeg"
"1738691907-764","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=19","iPhone XR","https://www.dakarvente.com/annonce-29032-iphone-xr.html","165.000  FCFA","Salut ! Phone house vous propose des iPhone XR authentiques certifiés en provenance des usa état neuf vendu avec facture et garantie accessoires offerts (échange accepté )","Offre d'un particulier à Dakar","media/annonces/pics/34a1a9850617a3a42de848cd11c6603e.jpeg"
